,定期借家
8018,3
8019,3
8020,2
8021,1
8022,1
8023,3
8024,1
8025,1
8026,1
8027,1
8028,3
8029,2
8030,1
8031,1
8032,1
8033,1
8034,3
8035,1
8036,1
8037,1
8038,3
8039,1
8040,1
8041,1
8042,1
8043,1
8044,2
8045,3
8046,3
8047,1
8048,1
8049,3
8050,1
8051,1
8052,1
8053,1
8054,3
8055,1
8056,3
8057,2
8058,1
8059,3
8060,1
8061,3
8062,3
8063,3
8064,3
8065,1
8066,1
8067,3
8068,1
8069,3
8070,2
8071,3
8072,1
8073,3
8074,1
8075,1
8076,1
8077,1
8078,1
8079,3
8080,1
8081,1
8082,1
8083,3
8084,1
8085,1
8086,1
8087,1
8088,1
8089,1
8090,1
8091,1
8092,3
8093,1
8094,1
8095,2
8096,1
8097,1
8098,2
8099,1
8100,3
8101,2
8102,1
8103,1
8104,1
8105,1
8106,3
8107,1
8108,3
8109,1
8110,1
8111,1
8112,1
8113,1
8114,1
8115,1
8116,2
8117,3
8118,1
8119,3
8120,1
8121,3
8122,1
8123,2
8124,1
8125,1
8126,2
8127,3
8128,1
8129,1
8130,1
8131,1
8132,1
8133,1
8134,1
8135,1
8136,1
8137,1
8138,1
8139,1
8140,1
8141,1
8142,3
8143,1
8144,1
8145,1
8146,1
8147,3
8148,3
8149,1
8150,1
8151,1
8152,1
8153,1
8154,1
8155,2
8156,1
8157,1
8158,1
8159,3
8160,1
8161,1
8162,3
8163,1
8164,1
8165,1
8166,3
8167,1
8168,1
8169,1
8170,1
8171,1
8172,1
8173,1
8174,3
8175,1
8176,3
8177,3
8178,1
8179,1
8180,3
8181,2
8182,1
8183,1
8184,3
8185,1
8186,1
8187,3
8188,3
8189,1
8190,1
8191,1
8192,1
8193,1
8194,1
8195,1
8196,1
8197,1
8198,3
8199,1
8200,1
8201,3
8202,1
8203,1
8204,1
8205,1
8206,1
8207,1
8208,1
8209,1
8210,1
8211,3
8212,2
8213,1
8214,2
8215,1
8216,1
8217,1
8218,1
8219,3
8220,3
8221,1
8222,1
8223,1
8224,1
8225,3
8226,1
8227,1
8228,1
8229,3
8230,3
8231,1
8232,1
8233,3
8234,3
8235,1
8236,3
8237,1
8238,1
8239,1
8240,1
8241,1
8242,1
8243,1
8244,1
8245,2
8246,3
8247,1
8248,1
8249,1
8250,1
8251,1
8252,3
8253,1
8254,1
8255,3
8256,1
8257,1
8258,1
8259,1
8260,1
8261,1
8262,1
8263,1
8264,3
8265,3
8266,1
8267,3
8268,1
8269,1
8270,1
8271,3
8272,1
8273,1
8274,1
8275,1
8276,1
8277,1
8278,1
8279,1
8280,1
8281,1
8282,1
8283,3
8284,1
8285,1
8286,1
8287,1
8288,1
8289,1
8290,1
8291,1
8292,1
8293,1
8294,1
8295,1
8296,1
8297,1
8298,1
8299,1
8300,3
8301,1
8302,1
8303,3
8304,1
8305,3
8306,1
8307,3
8308,1
8309,3
8310,3
8311,1
8312,3
8313,1
8314,3
8315,1
8316,1
8317,2
8318,3
8319,1
8320,3
8321,1
8322,3
8323,1
8324,1
8325,1
8326,1
8327,3
8328,3
8329,3
8330,1
8331,1
8332,1
8333,1
8334,3
8335,1
8336,1
8337,1
8338,1
8339,3
8340,1
8341,1
8342,3
8343,1
8344,3
8345,1
8346,1
8347,3
8348,1
8349,1
8350,1
8351,3
8352,1
8353,1
8354,1
8355,3
8356,1
8357,3
8358,1
8359,2
8360,1
8361,3
8362,3
8363,1
8364,3
8365,1
8366,3
8367,1
8368,1
8369,1
8370,1
8371,1
8372,1
8373,1
8374,1
8375,1
8376,1
8377,3
8378,3
8379,1
8380,1
8381,3
8382,1
8383,1
8384,1
8385,1
8386,1
8387,1
8388,1
8389,3
8390,1
8391,1
8392,3
8393,1
8394,1
8395,1
8396,1
8397,1
8398,1
8399,1
8400,3
8401,3
8402,1
8403,3
8404,2
8405,1
8406,1
8407,1
8408,1
8409,2
8410,3
8411,1
8412,3
8413,1
8414,3
8415,2
8416,1
8417,1
8418,1
8419,1
8420,1
8421,3
8422,1
8423,1
8424,1
8425,1
8426,1
8427,1
8428,3
8429,3
8430,1
8431,1
8432,1
8433,1
8434,3
8435,2
8436,3
8437,2
8438,1
8439,1
8440,1
8441,3
8442,1
8443,3
8444,1
8445,3
8446,1
8447,1
8448,1
8449,1
8450,3
8451,3
8452,1
8453,3
8454,1
8455,1
8456,1
8457,3
8458,1
8459,1
8460,1
8461,1
8462,3
8463,1
8464,1
8465,1
8466,3
8467,1
8468,3
8469,3
8470,3
8471,3
8472,2
8473,1
8474,1
8475,1
8476,1
8477,3
8478,1
8479,3
8480,3
8481,1
8482,2
8483,3
8484,1
8485,1
8486,1
8487,1
8488,1
8489,1
8490,3
8491,3
8492,1
8493,1
8494,3
8495,1
8496,1
8497,1
8498,1
8499,2
8500,1
8501,1
8502,1
8503,1
8504,3
8505,3
8506,1
8507,1
8508,1
8509,1
8510,1
8511,3
8512,1
8513,1
8514,1
8515,1
8516,1
8517,3
8518,1
8519,1
8520,3
8521,1
8522,1
8523,1
8524,3
8525,2
8526,1
8527,1
8528,1
8529,1
8530,1
8531,3
8532,1
8533,1
8534,1
8535,1
8536,1
8537,1
8538,1
8539,1
8540,1
8541,1
8542,1
8543,1
8544,1
8545,3
8546,1
8547,1
8548,3
8549,1
8550,1
8551,1
8552,2
8553,1
8554,1
8555,1
8556,2
8557,1
8558,1
8559,2
8560,1
8561,3
8562,1
8563,3
8564,1
8565,1
8566,1
8567,1
8568,1
8569,1
8570,1
8571,1
8572,3
8573,1
8574,2
8575,1
8576,1
8577,1
8578,1
8579,1
8580,1
8581,1
8582,1
8583,1
8584,1
8585,3
8586,3
8587,1
8588,1
8589,3
8590,1
8591,3
8592,3
8593,1
8594,3
8595,1
8596,1
8597,1
8598,3
8599,1
8600,1
8601,1
8602,3
8603,3
8604,1
8605,1
8606,1
8607,1
8608,1
8609,1
8610,1
8611,1
8612,3
8613,1
8614,1
8615,1
8616,1
8617,1
8618,3
8619,3
8620,3
8621,1
8622,1
8623,1
8624,1
8625,1
8626,1
8627,1
8628,1
8629,1
8630,1
8631,3
8632,3
8633,1
8634,3
8635,1
8636,1
8637,1
8638,2
8639,1
8640,1
8641,1
8642,3
8643,3
8644,1
8645,1
8646,1
8647,3
8648,1
8649,1
8650,3
8651,1
8652,1
8653,3
8654,1
8655,1
8656,2
8657,1
8658,1
8659,1
8660,1
8661,1
8662,1
8663,3
8664,1
8665,3
8666,1
8667,1
8668,3
8669,3
8670,1
8671,3
8672,3
8673,1
8674,1
8675,1
8676,3
8677,1
8678,3
8679,1
8680,3
8681,1
8682,1
8683,1
8684,1
8685,1
8686,1
8687,1
8688,3
8689,1
8690,1
8691,1
8692,3
8693,1
8694,2
8695,1
8696,1
8697,1
8698,1
8699,1
8700,1
8701,1
8702,1
8703,1
8704,3
8705,3
8706,2
8707,1
8708,1
8709,1
8710,3
8711,1
8712,1
8713,1
8714,1
8715,3
8716,1
8717,1
8718,3
8719,1
8720,1
8721,1
8722,1
8723,1
8724,3
8725,3
8726,1
8727,3
8728,1
8729,1
8730,1
8731,1
8732,3
8733,1
8734,1
8735,1
8736,1
8737,1
8738,3
8739,1
8740,3
8741,1
8742,1
8743,1
8744,1
8745,3
8746,1
8747,3
8748,1
8749,1
8750,3
8751,1
8752,1
8753,1
8754,1
8755,1
8756,1
8757,1
8758,1
8759,1
8760,1
8761,3
8762,1
8763,3
8764,1
8765,1
8766,1
8767,1
8768,1
8769,1
8770,1
8771,2
8772,1
8773,1
8774,3
8775,1
8776,1
8777,3
8778,3
8779,1
8780,1
8781,1
8782,1
8783,1
8784,1
8785,3
8786,1
8787,1
8788,3
8789,1
8790,3
8791,1
8792,3
8793,3
8794,1
8795,1
8796,1
8797,1
8798,3
8799,1
8800,3
8801,3
8802,1
8803,3
8804,1
8805,3
8806,1
8807,1
8808,1
8809,3
8810,3
8811,1
8812,1
8813,2
8814,1
8815,3
8816,1
8817,2
8818,1
8819,3
8820,1
8821,1
8822,1
8823,1
8824,1
8825,2
8826,1
8827,1
8828,1
8829,3
8830,3
8831,1
8832,2
8833,1
8834,3
8835,3
8836,3
8837,1
8838,1
8839,3
8840,1
8841,1
8842,3
8843,1
8844,1
8845,1
8846,1
8847,1
8848,1
8849,1
8850,1
8851,1
8852,1
8853,1
8854,3
8855,1
8856,1
8857,1
8858,1
8859,1
8860,1
8861,1
8862,1
8863,1
8864,1
8865,1
8866,1
8867,1
8868,3
8869,1
8870,1
8871,1
8872,1
8873,2
8874,3
8875,1
8876,3
8877,1
8878,2
8879,3
8880,1
8881,1
8882,1
8883,1
8884,1
8885,1
8886,2
8887,1
8888,3
8889,3
8890,3
8891,1
8892,3
8893,1
8894,1
8895,3
8896,1
8897,1
8898,1
8899,1
8900,1
8901,1
8902,1
8903,3
8904,1
8905,3
8906,1
8907,1
8908,1
8909,3
8910,2
8911,1
8912,1
8913,1
8914,1
8915,1
8916,3
8917,1
8918,1
8919,1
8920,1
8921,1
8922,1
8923,1
8924,1
8925,3
8926,1
8927,1
8928,3
8929,1
8930,1
8931,1
8932,1
8933,1
8934,3
8935,3
8936,1
8937,1
8938,1
8939,1
8940,3
8941,1
8942,1
8943,1
8944,1
8945,1
8946,1
8947,1
8948,1
8949,3
8950,1
8951,3
8952,1
8953,3
8954,2
8955,2
8956,3
8957,3
8958,1
8959,2
8960,3
8961,1
8962,1
8963,1
8964,1
8965,3
8966,1
8967,2
8968,1
8969,1
8970,3
8971,1
8972,1
8973,3
8974,1
8975,1
8976,1
8977,1
8978,1
8979,3
8980,2
8981,1
8982,3
8983,1
8984,2
8985,1
8986,1
8987,3
8988,3
8989,3
8990,1
8991,3
8992,1
8993,1
8994,3
8995,3
8996,1
8997,1
8998,1
8999,3
9000,3
9001,1
9002,3
9003,1
9004,1
9005,3
9006,1
9007,1
9008,2
9009,3
9010,3
9011,1
9012,1
9013,3
9014,1
9015,1
9016,1
9017,1
9018,1
9019,1
9020,1
9021,1
9022,1
9023,3
9024,1
9025,3
9026,3
9027,1
9028,1
9029,1
9030,1
9031,1
9032,1
9033,3
9034,3
9035,3
9036,3
9037,1
9038,1
9039,1
9040,3
9041,1
9042,1
9043,1
9044,1
9045,3
9046,1
9047,1
9048,1
9049,1
9050,1
9051,1
9052,3
9053,1
9054,3
9055,1
9056,1
9057,1
9058,1
9059,1
9060,1
9061,1
9062,1
9063,1
9064,1
9065,1
9066,1
9067,3
9068,3
9069,1
9070,1
9071,1
9072,1
9073,3
9074,1
9075,2
9076,1
9077,1
9078,1
9079,3
9080,1
9081,1
9082,1
9083,1
9084,1
9085,1
9086,1
9087,3
9088,3
9089,1
9090,1
9091,1
9092,3
9093,1
9094,1
9095,1
9096,1
9097,1
9098,1
9099,3
9100,1
9101,1
9102,2
9103,1
9104,3
9105,3
9106,1
9107,1
9108,3
9109,1
9110,1
9111,1
9112,1
9113,1
9114,3
9115,2
9116,1
9117,1
9118,3
9119,1
9120,1
9121,1
9122,1
9123,1
9124,1
9125,1
9126,1
9127,1
9128,3
9129,1
9130,3
9131,1
9132,1
9133,1
9134,2
9135,1
9136,1
9137,1
9138,1
9139,1
9140,1
9141,1
9142,3
9143,1
9144,1
9145,1
9146,3
9147,1
9148,2
9149,1
9150,1
9151,1
9152,1
9153,1
9154,1
9155,1
9156,3
9157,1
9158,1
9159,1
9160,3
9161,1
9162,1
9163,1
9164,1
9165,1
9166,1
9167,3
9168,1
9169,1
9170,1
9171,1
9172,1
9173,1
9174,3
9175,1
9176,1
9177,1
9178,1
9179,1
9180,2
9181,1
9182,1
9183,1
9184,1
9185,3
9186,1
9187,3
9188,1
9189,3
9190,1
9191,3
9192,3
9193,1
9194,1
9195,1
9196,3
9197,1
9198,1
9199,1
9200,3
9201,1
9202,1
9203,1
9204,1
9205,2
9206,1
9207,2
9208,2
9209,1
9210,1
9211,1
9212,1
9213,1
9214,3
9215,1
9216,1
9217,1
9218,1
9219,1
9220,1
9221,1
9222,1
9223,1
9224,1
9225,3
9226,1
9227,3
9228,1
9229,1
9230,1
9231,1
9232,1
9233,3
9234,3
9235,1
9236,3
9237,1
9238,1
9239,3
9240,3
9241,1
9242,3
9243,1
9244,1
9245,3
9246,1
9247,1
9248,1
9249,1
9250,1
9251,1
9252,1
9253,1
9254,1
9255,1
9256,1
9257,3
9258,1
9259,1
9260,1
9261,1
9262,1
9263,1
9264,1
9265,1
9266,3
9267,1
9268,1
9269,1
9270,3
9271,1
9272,1
9273,1
9274,1
9275,1
9276,1
9277,1
9278,1
9279,1
9280,1
9281,1
9282,1
9283,1
9284,1
9285,3
9286,1
9287,1
9288,1
9289,2
9290,1
9291,3
9292,1
9293,1
9294,1
9295,2
9296,1
9297,1
9298,1
9299,3
9300,3
9301,3
9302,1
9303,1
9304,1
9305,1
9306,3
9307,1
9308,1
9309,3
9310,1
9311,1
9312,1
9313,3
9314,3
9315,1
9316,1
9317,1
9318,1
9319,1
9320,1
9321,1
9322,1
9323,1
9324,3
9325,2
9326,1
9327,1
9328,1
9329,1
9330,1
9331,1
9332,1
9333,3
9334,1
9335,1
9336,1
9337,1
9338,1
9339,3
9340,3
9341,1
9342,3
9343,1
9344,1
9345,1
9346,3
9347,1
9348,1
9349,2
9350,1
9351,1
9352,3
9353,3
9354,1
9355,1
9356,3
9357,1
9358,1
9359,3
9360,1
9361,1
9362,1
9363,2
9364,1
9365,1
9366,3
9367,1
9368,3
9369,1
9370,1
9371,1
9372,1
9373,3
9374,3
9375,1
9376,1
9377,2
9378,1
9379,3
9380,3
9381,3
9382,3
9383,2
9384,1
9385,1
9386,1
9387,2
9388,1
9389,1
9390,1
9391,1
9392,1
9393,1
9394,1
9395,1
9396,1
9397,1
9398,1
9399,1
9400,1
9401,2
9402,1
9403,1
9404,1
9405,1
9406,1
9407,1
9408,1
9409,1
9410,3
9411,3
9412,1
9413,1
9414,1
9415,1
9416,1
9417,1
9418,1
9419,1
9420,1
9421,1
9422,1
9423,3
9424,1
9425,3
9426,1
9427,3
9428,1
9429,1
9430,1
9431,1
9432,3
9433,1
9434,1
9435,1
9436,1
9437,1
9438,1
9439,3
9440,1
9441,1
9442,2
9443,3
9444,1
9445,1
9446,3
9447,1
9448,1
9449,1
9450,1
9451,1
9452,1
9453,3
9454,1
9455,3
9456,1
9457,3
9458,3
9459,1
9460,1
9461,1
9462,1
9463,3
9464,1
9465,1
9466,3
9467,3
9468,1
9469,1
9470,3
9471,1
9472,1
9473,1
9474,1
9475,1
9476,1
9477,1
9478,1
9479,1
9480,1
9481,1
9482,1
9483,3
9484,3
9485,1
9486,3
9487,1
9488,1
9489,1
9490,1
9491,1
9492,1
9493,1
9494,1
9495,1
9496,1
9497,3
9498,3
9499,1
9500,2
9501,1
9502,1
9503,1
9504,1
9505,1
9506,1
9507,1
9508,1
9509,1
9510,1
9511,1
9512,1
9513,1
9514,1
9515,3
9516,1
9517,1
9518,1
9519,1
9520,3
9521,1
9522,1
9523,1
9524,1
9525,1
9526,1
9527,1
9528,3
9529,2
9530,1
9531,3
9532,1
9533,1
9534,3
9535,3
9536,1
9537,1
9538,3
9539,1
9540,3
9541,1
9542,1
9543,1
9544,1
9545,3
9546,1
9547,1
9548,2
9549,1
9550,1
9551,1
9552,3
9553,1
9554,1
9555,1
9556,1
9557,1
9558,3
9559,1
9560,1
9561,1
9562,3
9563,1
9564,2
9565,1
9566,1
9567,1
9568,2
9569,3
9570,3
9571,3
9572,1
9573,1
9574,1
9575,1
9576,1
9577,1
9578,1
9579,3
9580,1
9581,1
9582,1
9583,1
9584,1
9585,1
9586,1
9587,1
9588,1
9589,3
9590,3
9591,1
9592,2
9593,1
9594,1
9595,1
9596,3
9597,3
9598,1
9599,3
9600,1
9601,1
9602,1
9603,3
9604,1
9605,3
9606,1
9607,1
9608,1
9609,1
9610,1
9611,1
9612,1
9613,1
9614,1
9615,1
9616,1
9617,3
9618,1
9619,2
9620,1
9621,1
9622,2
9623,1
9624,3
9625,1
9626,1
9627,1
9628,1
9629,1
9630,1
9631,1
9632,1
9633,1
9634,1
9635,1
9636,1
9637,1
9638,1
9639,1
9640,3
9641,3
9642,1
9643,3
9644,1
9645,1
9646,3
9647,1
9648,3
9649,3
9650,1
9651,1
9652,2
9653,3
9654,1
9655,1
9656,1
9657,1
9658,1
9659,3
9660,3
9661,1
9662,3
9663,1
9664,1
9665,1
9666,1
9667,1
9668,3
9669,1
9670,1
9671,3
9672,3
9673,2
9674,1
9675,1
9676,3
9677,1
9678,1
9679,1
9680,1
9681,1
9682,1
9683,1
9684,1
9685,1
9686,1
9687,3
9688,1
9689,1
9690,1
9691,1
9692,3
9693,1
9694,2
9695,1
9696,1
9697,3
9698,1
9699,1
9700,1
9701,3
9702,1
9703,1
9704,1
9705,1
9706,1
9707,1
9708,1
9709,1
9710,3
9711,1
9712,3
9713,3
9714,1
9715,1
9716,1
9717,1
9718,1
9719,1
9720,1
9721,1
9722,3
9723,1
9724,1
9725,3
9726,1
9727,3
9728,1
9729,1
9730,1
9731,1
9732,2
9733,1
9734,1
9735,1
9736,3
9737,3
9738,1
9739,2
9740,3
9741,1
9742,1
9743,3
9744,1
9745,1
9746,1
9747,3
9748,1
9749,3
9750,1
9751,1
9752,1
9753,1
9754,1
9755,1
9756,1
9757,1
9758,1
9759,3
9760,1
9761,1
9762,2
9763,1
9764,1
9765,1
9766,1
9767,1
9768,1
9769,1
9770,1
9771,1
9772,3
9773,3
9774,1
9775,1
9776,3
9777,1
9778,1
9779,1
9780,3
9781,1
9782,1
9783,1
9784,1
9785,1
9786,1
9787,1
9788,3
9789,3
9790,1
9791,1
9792,1
9793,3
9794,1
9795,1
9796,3
9797,1
9798,1
9799,1
9800,3
9801,1
9802,1
9803,1
9804,3
9805,3
9806,1
9807,1
9808,1
9809,3
9810,3
9811,1
9812,1
9813,1
9814,1
9815,3
9816,1
9817,1
9818,1
9819,1
9820,1
9821,1
9822,3
9823,1
9824,1
9825,3
9826,1
9827,1
9828,1
9829,3
9830,1
9831,1
9832,1
9833,1
9834,1
9835,1
9836,3
9837,1
9838,2
9839,1
9840,1
9841,1
9842,1
9843,1
9844,3
9845,1
9846,1
9847,1
9848,1
9849,1
9850,1
9851,3
9852,1
9853,1
9854,1
9855,1
9856,1
9857,1
9858,1
9859,1
9860,1
9861,3
9862,3
9863,3
9864,1
9865,1
9866,2
9867,3
9868,1
9869,1
9870,3
9871,3
9872,1
9873,1
9874,1
9875,3
9876,1
9877,1
9878,1
9879,1
9880,1
9881,1
9882,3
9883,1
9884,1
9885,1
9886,2
9887,3
9888,1
9889,3
9890,1
9891,1
9892,1
9893,2
9894,1
9895,1
9896,3
9897,3
9898,3
9899,1
9900,1
9901,1
9902,1
9903,1
9904,1
9905,1
9906,1
9907,1
9908,3
9909,1
9910,1
9911,1
9912,1
9913,1
9914,1
9915,1
9916,1
9917,3
9918,1
9919,1
9920,1
9921,3
9922,1
9923,1
9924,1
9925,3
9926,1
9927,1
9928,1
9929,1
9930,1
9931,2
9932,1
9933,3
9934,1
9935,3
9936,1
9937,1
9938,1
9939,1
9940,3
9941,3
9942,1
9943,1
9944,1
9945,1
9946,1
9947,1
9948,3
9949,1
9950,1
9951,1
9952,1
9953,2
9954,1
9955,3
9956,1
9957,1
9958,1
9959,1
9960,1
9961,1
9962,1
9963,1
9964,1
9965,1
9966,1
9967,1
9968,3
9969,3
9970,1
9971,1
9972,1
9973,2
9974,1
9975,1
9976,1
9977,3
9978,1
9979,1
9980,1
9981,1
9982,1
9983,3
9984,1
9985,3
9986,2
9987,1
9988,1
9989,1
9990,1
9991,1
9992,1
9993,1
9994,1
9995,3
9996,2
9997,1
9998,1
9999,1
10000,1
10001,1
10002,1
10003,1
10004,1
10005,1
10006,3
10007,1
10008,1
10009,2
10010,1
10011,3
10012,2
10013,3
10014,1
10015,1
10016,3
10017,1
10018,1
10019,1
10020,1
10021,1
10022,1
10023,1
10024,1
10025,1
10026,3
10027,3
10028,3
10029,1
10030,3
10031,1
10032,1
10033,1
10034,1
10035,1
10036,1
10037,1
10038,1
10039,3
10040,3
10041,1
10042,2
10043,1
10044,2
10045,1
10046,1
10047,3
10048,1
10049,1
10050,1
10051,3
10052,3
10053,1
10054,1
10055,1
10056,1
10057,3
10058,1
10059,3
10060,1
10061,1
10062,3
10063,1
10064,1
10065,3
10066,2
10067,1
10068,1
10069,1
10070,2
10071,1
10072,1
10073,1
10074,1
10075,1
10076,1
10077,1
10078,3
10079,1
10080,1
10081,1
10082,1
10083,1
10084,1
10085,1
10086,3
10087,2
10088,1
10089,3
10090,3
10091,1
10092,3
10093,1
10094,1
10095,1
10096,3
10097,1
10098,1
10099,3
10100,3
10101,1
10102,1
10103,3
10104,1
10105,2
10106,1
10107,1
10108,1
10109,1
10110,1
10111,3
10112,1
10113,3
10114,1
10115,1
10116,3
10117,3
10118,1
10119,1
10120,1
10121,1
10122,3
10123,1
10124,1
10125,1
10126,1
10127,2
10128,1
10129,1
10130,1
10131,1
10132,1
10133,1
10134,1
10135,3
10136,1
10137,1
10138,3
10139,1
10140,1
10141,1
10142,1
10143,3
10144,1
10145,1
10146,1
10147,1
10148,1
10149,1
10150,3
10151,3
10152,3
10153,1
10154,1
10155,1
10156,1
10157,3
10158,1
10159,3
10160,1
10161,1
10162,3
10163,1
10164,1
10165,1
10166,1
10167,1
10168,2
10169,1
10170,1
10171,1
10172,1
10173,3
10174,3
10175,1
10176,1
10177,2
10178,1
10179,1
10180,1
10181,3
10182,1
10183,1
10184,2
10185,3
10186,1
10187,1
10188,3
10189,1
10190,1
10191,1
10192,3
10193,1
10194,1
10195,3
10196,3
10197,3
10198,3
10199,3
10200,1
10201,1
10202,3
10203,1
10204,1
10205,1
10206,1
10207,1
10208,1
10209,1
10210,1
10211,3
10212,1
10213,1
10214,1
10215,1
10216,1
10217,3
10218,3
10219,3
10220,1
10221,1
10222,1
10223,1
10224,1
10225,3
10226,1
10227,1
10228,1
10229,1
10230,1
10231,3
10232,1
10233,3
10234,1
10235,1
10236,1
10237,1
10238,2
10239,1
10240,1
10241,1
10242,1
10243,1
10244,3
10245,3
10246,1
10247,1
10248,1
10249,1
10250,1
10251,3
10252,1
10253,1
10254,1
10255,1
10256,3
10257,1
10258,3
10259,1
10260,1
10261,1
10262,1
10263,1
10264,1
10265,1
10266,1
10267,1
10268,1
10269,3
10270,1
10271,1
10272,1
10273,1
10274,1
10275,1
10276,3
10277,3
10278,3
10279,1
10280,1
10281,1
10282,1
10283,1
10284,2
10285,3
10286,1
10287,1
10288,2
10289,3
10290,1
10291,1
10292,1
10293,1
10294,1
10295,3
10296,3
10297,1
10298,1
10299,1
10300,1
10301,3
10302,3
10303,1
10304,2
10305,3
10306,1
10307,1
10308,1
10309,1
10310,1
10311,1
10312,3
10313,1
10314,1
10315,1
10316,1
10317,1
10318,1
10319,1
10320,1
10321,1
10322,1
10323,1
10324,3
10325,1
10326,1
10327,1
10328,1
10329,3
10330,1
10331,1
10332,2
10333,1
10334,2
10335,1
10336,2
10337,3
10338,1
10339,1
10340,3
10341,1
10342,1
10343,1
10344,1
10345,1
10346,3
10347,1
10348,1
10349,1
10350,1
10351,3
10352,3
10353,3
10354,1
10355,1
10356,3
10357,2
10358,1
10359,2
10360,1
10361,2
10362,1
10363,1
10364,3
10365,1
10366,3
10367,1
10368,1
10369,1
10370,1
10371,3
10372,3
10373,1
10374,1
10375,3
10376,2
10377,1
10378,3
10379,1
10380,1
10381,1
10382,1
10383,1
10384,3
10385,1
10386,1
10387,1
10388,1
10389,1
10390,1
10391,1
10392,1
10393,3
10394,1
10395,3
10396,1
10397,1
10398,1
10399,3
10400,1
10401,3
10402,3
10403,3
10404,1
10405,1
10406,1
10407,1
10408,1
10409,3
10410,1
10411,1
10412,1
10413,1
10414,1
10415,1
10416,1
10417,1
10418,1
10419,3
10420,2
10421,3
10422,2
10423,1
10424,3
10425,1
10426,1
10427,3
10428,3
10429,3
10430,1
10431,1
10432,1
10433,1
10434,1
10435,3
10436,1
10437,1
10438,1
10439,1
10440,1
10441,1
10442,1
10443,3
10444,1
10445,2
10446,3
10447,1
10448,1
10449,1
10450,3
10451,1
10452,2
10453,1
10454,3
10455,1
10456,3
10457,1
10458,1
10459,3
10460,1
10461,1
10462,1
10463,1
10464,3
10465,1
10466,1
10467,1
10468,1
10469,3
10470,1
10471,3
10472,1
10473,3
10474,1
10475,3
10476,1
10477,1
10478,3
10479,1
10480,1
10481,3
10482,1
10483,1
10484,2
10485,1
10486,3
10487,1
10488,1
10489,2
10490,2
10491,1
10492,1
10493,3
10494,1
10495,1
10496,3
10497,1
10498,1
10499,1
10500,3
10501,3
10502,1
10503,1
10504,1
10505,1
10506,1
10507,3
10508,1
10509,1
10510,1
10511,1
10512,3
10513,1
10514,1
10515,1
10516,1
10517,3
10518,1
10519,1
10520,1
10521,1
10522,1
10523,1
10524,3
10525,1
10526,1
10527,1
10528,1
10529,1
10530,1
10531,1
10532,1
10533,1
10534,1
10535,1
10536,1
10537,1
10538,1
10539,1
10540,1
10541,3
10542,1
10543,1
10544,3
10545,1
10546,3
10547,1
10548,1
10549,3
10550,1
10551,2
10552,3
10553,3
10554,1
10555,1
10556,3
10557,1
10558,1
10559,1
10560,1
10561,1
10562,1
10563,2
10564,1
10565,1
10566,1
10567,3
10568,2
10569,3
10570,1
10571,1
10572,1
10573,1
10574,1
10575,1
10576,3
10577,1
10578,3
10579,3
10580,1
10581,1
10582,1
10583,1
10584,3
10585,1
10586,1
10587,2
10588,3
10589,1
10590,1
10591,3
10592,1
10593,1
10594,3
10595,1
10596,1
10597,1
10598,3
10599,3
10600,1
10601,1
10602,1
10603,3
10604,1
10605,3
10606,1
10607,3
10608,1
10609,3
10610,1
10611,1
10612,1
10613,3
10614,1
10615,1
10616,1
10617,3
10618,3
10619,1
10620,1
10621,1
10622,1
10623,1
10624,1
10625,3
10626,2
10627,1
10628,1
10629,1
10630,3
10631,1
10632,1
10633,1
10634,1
10635,3
10636,1
10637,1
10638,1
10639,3
10640,1
10641,3
10642,1
10643,1
10644,1
10645,1
10646,1
10647,1
10648,1
10649,3
10650,1
10651,1
10652,1
10653,3
10654,1
10655,1
10656,3
10657,3
10658,1
10659,1
10660,3
10661,1
10662,1
10663,1
10664,1
10665,3
10666,1
10667,1
10668,1
10669,1
10670,1
10671,3
10672,1
10673,1
10674,1
10675,1
10676,1
10677,1
10678,3
10679,3
10680,1
10681,1
10682,1
10683,2
10684,1
10685,1
10686,3
10687,3
10688,1
10689,1
10690,1
10691,1
10692,1
10693,1
10694,1
10695,1
10696,1
10697,1
10698,1
10699,1
10700,1
10701,1
10702,1
10703,1
10704,3
10705,1
10706,1
10707,1
10708,1
10709,1
10710,1
10711,1
10712,1
10713,1
10714,3
10715,1
10716,1
10717,1
10718,1
10719,2
10720,1
10721,1
10722,1
10723,2
10724,3
10725,1
10726,1
10727,1
10728,1
10729,1
10730,2
10731,1
10732,1
10733,1
10734,1
10735,3
10736,3
10737,1
10738,1
10739,1
10740,1
10741,1
10742,1
10743,3
10744,1
10745,1
10746,1
10747,1
10748,1
10749,3
10750,1
10751,1
10752,1
10753,1
10754,3
10755,1
10756,1
10757,1
10758,1
10759,1
10760,1
10761,3
10762,1
10763,3
10764,1
10765,1
10766,3
10767,3
10768,1
10769,1
10770,3
10771,3
10772,1
10773,1
10774,1
10775,1
10776,3
10777,1
10778,1
10779,3
10780,1
10781,3
10782,1
10783,1
10784,1
10785,3
10786,3
10787,1
10788,1
10789,1
10790,1
10791,1
10792,1
10793,1
10794,1
10795,1
10796,1
10797,1
10798,1
10799,3
10800,3
10801,1
10802,1
10803,3
10804,3
10805,1
10806,1
10807,3
10808,1
10809,1
10810,1
10811,1
10812,1
10813,3
10814,3
10815,1
