,平均地価
3068,1960000.0
3069,367166.6666666667
3070,442857.1428571429
3071,467000.0
3072,605500.0
3073,414714.28571428574
3074,452000.0
3075,332000.0
3076,1114800.0
3077,485500.0
3078,592000.0
3079,658500.0
3080,633666.6666666666
3081,340500.0
3082,846500.0
3083,346000.0
3084,867833.3333333334
3085,1302333.3333333333
3086,622428.5714285715
3087,
3088,877875.0
3089,
3090,445111.1111111111
3091,324750.0
3092,370000.0
3093,1702000.0
3094,482000.0
3095,474333.3333333333
3096,527666.6666666666
3097,280000.0
3098,496500.0
3099,431333.3333333333
3100,698875.0
3101,476500.0
3102,356000.0
3103,
3104,414000.0
3105,340500.0
3106,349500.0
3107,
3108,624600.0
3109,3751428.5714285714
3110,1790000.0
3111,699000.0
3112,1640000.0
3113,973000.0
3114,7516666.666666667
3115,
3116,384000.0
3117,707000.0
3118,606500.0
3119,164000.0
3120,895500.0
3121,1790000.0
3122,370000.0
3123,1251333.3333333333
3124,452000.0
3125,472200.0
3126,543333.3333333334
3127,435000.0
3128,758500.0
3129,247000.0
3130,640000.0
3131,485500.0
3132,537000.0
3133,1199200.0
3134,790000.0
3135,1233333.3333333333
3136,698875.0
3137,
3138,1251333.3333333333
3139,497857.1428571429
3140,685666.6666666666
3141,450000.0
3142,1520000.0
3143,436800.0
3144,410000.0
3145,524666.6666666666
3146,1436666.6666666667
3147,319000.0
3148,781666.6666666666
3149,1513800.0
3150,1466222.2222222222
3151,430000.0
3152,805000.0
3153,
3154,485500.0
3155,494666.6666666667
3156,543600.0
3157,3751428.5714285714
3158,570200.0
3159,442857.1428571429
3160,555750.0
3161,571333.3333333334
3162,798000.0
3163,1285000.0
3164,1580000.0
3165,511000.0
3166,226000.0
3167,332000.0
3168,530500.0
3169,543888.8888888889
3170,986500.0
3171,1702000.0
3172,482000.0
3173,283000.0
3174,288125.0
3175,616000.0
3176,398833.3333333333
3177,467000.0
3178,587500.0
3179,977400.0
3180,288125.0
3181,628333.3333333334
3182,1280000.0
3183,605000.0
3184,364666.6666666667
3185,370000.0
3186,921333.3333333334
3187,1073666.6666666667
3188,485500.0
3189,589500.0
3190,973000.0
3191,393000.0
3192,
3193,364666.6666666667
3194,327000.0
3195,1240000.0
3196,356000.0
3197,1119800.0
3198,1436666.6666666667
3199,348000.0
3200,223500.0
3201,1830285.7142857143
3202,640000.0
3203,1580000.0
3204,289000.0
3205,1950000.0
3206,322400.0
3207,274000.0
3208,782500.0
3209,524666.6666666666
3210,1338500.0
3211,1408000.0
3212,599000.0
3213,519000.0
3214,439250.0
3215,893000.0
3216,556000.0
3217,893000.0
3218,348000.0
3219,1260000.0
3220,622000.0
3221,1914000.0
3222,407000.0
3223,921666.6666666666
3224,689666.6666666666
3225,458100.0
3226,540250.0
3227,283000.0
3228,405000.0
3229,472200.0
3230,742333.3333333334
3231,2631111.111111111
3232,
3233,3392000.0
3234,795777.7777777778
3235,
3236,486500.0
3237,482000.0
3238,609000.0
3239,605500.0
3240,963000.0
3241,445111.1111111111
3242,534600.0
3243,
3244,1175000.0
3245,414000.0
3246,527000.0
3247,702166.6666666666
3248,1030500.0
3249,555666.6666666666
3250,3685000.0
3251,
3252,
3253,973000.0
3254,1338500.0
3255,471800.0
3256,452000.0
3257,577500.0
3258,749000.0
3259,1119800.0
3260,555750.0
3261,1557200.0
3262,430500.0
3263,431000.0
3264,866166.6666666666
3265,755714.2857142857
3266,274250.0
3267,452000.0
3268,879800.0
3269,405600.0
3270,671000.0
3271,
3272,571000.0
3273,222000.0
3274,1408000.0
3275,356333.3333333333
3276,1773333.3333333333
3277,607200.0
3278,988250.0
3279,504000.0
3280,714400.0
3281,1331333.3333333333
3282,446750.0
3283,348500.0
3284,4055142.857142857
3285,324750.0
3286,322400.0
3287,704500.0
3288,621000.0
3289,269333.3333333333
3290,474333.3333333333
3291,
3292,230000.0
3293,
3294,486500.0
3295,607200.0
3296,1342500.0
3297,583750.0
3298,452000.0
3299,523000.0
3300,686000.0
3301,423000.0
3302,497857.1428571429
3303,1247500.0
3304,823000.0
3305,274250.0
3306,1119800.0
3307,589500.0
3308,492000.0
3309,867833.3333333334
3310,828000.0
3311,901600.0
3312,644500.0
3313,507166.6666666667
3314,529333.3333333334
3315,1070000.0
3316,377666.6666666667
3317,364666.6666666667
3318,702000.0
3319,1070000.0
3320,1980000.0
3321,970000.0
3322,976200.0
3323,589500.0
3324,540250.0
3325,1233333.3333333333
3326,
3327,671200.0
3328,
3329,686571.4285714285
3330,515000.0
3331,713888.8888888889
3332,320333.3333333333
3333,363500.0
3334,1342500.0
3335,420000.0
3336,539666.6666666666
3337,1107777.7777777778
3338,601625.0
3339,601625.0
3340,635000.0
3341,356333.3333333333
3342,866166.6666666666
3343,2295000.0
3344,336800.0
3345,1520000.0
3346,398000.0
3347,988250.0
3348,735600.0
3349,463666.6666666667
3350,699000.0
3351,1173333.3333333333
3352,1010000.0
3353,661500.0
3354,285750.0
3355,698666.6666666666
3356,471800.0
3357,601000.0
3358,382500.0
3359,780000.0
3360,921333.3333333334
3361,540250.0
3362,528400.0
3363,976200.0
3364,761666.6666666666
3365,602666.6666666666
3366,574333.3333333334
3367,671200.0
3368,210500.0
3369,2198888.888888889
3370,441000.0
3371,576666.6666666666
3372,1173333.3333333333
3373,1505000.0
3374,607200.0
3375,322400.0
3376,577500.0
3377,467000.0
3378,1382666.6666666667
3379,539000.0
3380,555750.0
3381,414000.0
3382,4130000.0
3383,2295000.0
3384,340500.0
3385,448833.3333333333
3386,571333.3333333334
3387,501500.0
3388,2150000.0
3389,1505000.0
3390,523000.0
3391,1505000.0
3392,511000.0
3393,388200.0
3394,1623200.0
3395,416000.0
3396,1790000.0
3397,1240000.0
3398,398000.0
3399,780600.0
3400,335000.0
3401,587500.0
3402,398833.3333333333
3403,357000.0
3404,1408000.0
3405,644500.0
3406,2440000.0
3407,1466222.2222222222
3408,607333.3333333334
3409,3392000.0
3410,
3411,1790000.0
3412,3685000.0
3413,324500.0
3414,324750.0
3415,1085500.0
3416,518333.3333333333
3417,
3418,2295000.0
3419,
3420,389400.0
3421,699500.0
3422,438000.0
3423,283000.0
3424,
3425,866166.6666666666
3426,389400.0
3427,787500.0
3428,787500.0
3429,420750.0
3430,1702000.0
3431,698666.6666666666
3432,807600.0
3433,410000.0
3434,409333.3333333333
3435,222000.0
3436,610500.0
3437,380000.0
3438,
3439,616000.0
3440,467500.0
3441,798000.0
3442,1505000.0
3443,340500.0
3444,332000.0
3445,447600.0
3446,527000.0
3447,1187250.0
3448,1544500.0
3449,855000.0
3450,348500.0
3451,787500.0
3452,2216250.0
3453,335000.0
3454,501500.0
3455,933000.0
3456,689666.6666666666
3457,9988222.222222222
3458,450000.0
3459,410000.0
3460,1291000.0
3461,1466222.2222222222
3462,447600.0
3463,504666.6666666667
3464,393000.0
3465,877875.0
3466,465000.0
3467,610500.0
3468,767000.0
3469,654000.0
3470,660000.0
3471,1251333.3333333333
3472,592250.0
3473,653400.0
3474,356000.0
3475,633666.6666666666
3476,467000.0
3477,474333.3333333333
3478,480600.0
3479,749666.6666666666
3480,452000.0
3481,742333.3333333334
3482,459800.0
3483,639000.0
3484,2070000.0
3485,491000.0
3486,636600.0
3487,540250.0
3488,1085500.0
3489,624500.0
3490,622000.0
3491,743400.0
3492,653400.0
3493,
3494,1302333.3333333333
3495,547000.0
3496,640000.0
3497,405000.0
3498,607200.0
3499,1980000.0
3500,1055000.0
3501,662833.3333333334
3502,1446666.6666666667
3503,341666.6666666667
3504,1140000.0
3505,624000.0
3506,4976000.0
3507,634000.0
3508,2440000.0
3509,571333.3333333334
3510,429666.6666666667
3511,2926500.0
3512,519000.0
3513,393000.0
3514,425666.6666666667
3515,592250.0
3516,4202000.0
3517,1107777.7777777778
3518,414714.28571428574
3519,685666.6666666666
3520,367166.6666666667
3521,542666.6666666666
3522,443500.0
3523,689666.6666666666
3524,795777.7777777778
3525,309333.3333333333
3526,590833.3333333334
3527,601625.0
3528,689666.6666666666
3529,
3530,4055142.857142857
3531,1251333.3333333333
3532,780600.0
3533,767000.0
3534,349500.0
3535,9988222.222222222
3536,1173333.3333333333
3537,1466222.2222222222
3538,230500.0
3539,1181000.0
3540,965333.3333333334
3541,
3542,571333.3333333334
3543,988250.0
3544,340500.0
3545,492000.0
3546,1914000.0
3547,446750.0
3548,392666.6666666667
3549,872000.0
3550,1580000.0
3551,442857.1428571429
3552,433500.0
3553,382500.0
3554,879800.0
3555,530500.0
3556,828000.0
3557,504666.6666666667
3558,2295000.0
3559,601625.0
3560,430500.0
3561,1436666.6666666667
3562,579000.0
3563,348000.0
3564,370500.0
3565,699000.0
3566,1755000.0
3567,486000.0
3568,435000.0
3569,6726000.0
3570,2906666.6666666665
3571,12932000.0
3572,3850000.0
3573,
3574,407000.0
3575,442750.0
3576,821333.3333333334
3577,382500.0
3578,409142.8571428572
3579,821285.7142857143
3580,1580000.0
3581,1544500.0
3582,702166.6666666666
3583,605500.0
3584,292250.0
3585,323600.0
3586,587500.0
3587,963000.0
3588,714400.0
3589,5350000.0
3590,2930000.0
3591,749000.0
3592,286000.0
3593,414714.28571428574
3594,879800.0
3595,348000.0
3596,2090000.0
3597,1640000.0
3598,1240000.0
3599,702166.6666666666
3600,821285.7142857143
3601,1285000.0
3602,601625.0
3603,2180000.0
3604,274250.0
3605,420750.0
3606,877875.0
3607,
3608,452000.0
3609,501500.0
3610,230000.0
3611,787500.0
3612,780600.0
3613,448833.3333333333
3614,1199200.0
3615,555750.0
3616,223500.0
3617,407000.0
3618,
3619,592250.0
3620,226000.0
3621,709000.0
3622,267000.0
3623,1140000.0
3624,872000.0
3625,324500.0
3626,282500.0
3627,438000.0
3628,921666.6666666666
3629,693400.0
3630,555750.0
3631,1580000.0
3632,637500.0
3633,805000.0
3634,1030500.0
3635,233000.0
3636,3751428.5714285714
3637,
3638,1430000.0
3639,896666.6666666666
3640,332000.0
3641,658500.0
3642,461000.0
3643,2930000.0
3644,875500.0
3645,867833.3333333334
3646,407000.0
3647,463666.6666666667
3648,1431000.0
3649,437000.0
3650,
3651,617000.0
3652,2440000.0
3653,210500.0
3654,1181000.0
3655,527666.6666666666
3656,
3657,186000.0
3658,644000.0
3659,471800.0
3660,1342500.0
3661,555750.0
3662,467000.0
3663,677500.0
3664,1843333.3333333333
3665,487333.3333333333
3666,748000.0
3667,
3668,423000.0
3669,472200.0
3670,482000.0
3671,755714.2857142857
3672,389400.0
3673,2906666.6666666665
3674,337333.3333333333
3675,1260000.0
3676,516666.6666666667
3677,1338500.0
3678,714400.0
3679,795777.7777777778
3680,1119800.0
3681,552000.0
3682,487500.0
3683,687000.0
3684,540250.0
3685,446750.0
3686,879800.0
3687,
3688,3026666.6666666665
3689,3442222.222222222
3690,622428.5714285715
3691,1173333.3333333333
3692,1790000.0
3693,389400.0
3694,9988222.222222222
3695,
3696,1114800.0
3697,223500.0
3698,
3699,1457166.6666666667
3700,
3701,3407500.0
3702,1110500.0
3703,1085500.0
3704,230500.0
3705,1623200.0
3706,452000.0
3707,288125.0
3708,341666.6666666667
3709,893000.0
3710,527000.0
3711,671333.3333333334
3712,735600.0
3713,503500.0
3714,1580000.0
3715,519000.0
3716,2216250.0
3717,438000.0
3718,351000.0
3719,1260000.0
3720,2631111.111111111
3721,1950000.0
3722,489000.0
3723,1070000.0
3724,530500.0
3725,872000.0
3726,
3727,405000.0
3728,273000.0
3729,3050000.0
3730,269333.3333333333
3731,452000.0
3732,795777.7777777778
3733,764714.2857142857
3734,3442222.222222222
3735,319000.0
3736,389400.0
3737,524500.0
3738,660000.0
3739,1251333.3333333333
3740,2440000.0
3741,577500.0
3742,203000.0
3743,555666.6666666666
3744,506500.0
3745,341666.6666666667
3746,
3747,452000.0
3748,4202000.0
3749,382500.0
3750,565285.7142857143
3751,743400.0
3752,489000.0
3753,671200.0
3754,1830285.7142857143
3755,276500.0
3756,292250.0
3757,3392000.0
3758,1623200.0
3759,
3760,438000.0
3761,653400.0
3762,476500.0
3763,556000.0
3764,
3765,709000.0
3766,595333.3333333334
3767,535000.0
3768,450000.0
3769,1580000.0
3770,709666.6666666666
3771,1466222.2222222222
3772,812500.0
3773,795777.7777777778
3774,810000.0
3775,963000.0
3776,1331333.3333333333
3777,1558583.3333333333
3778,357500.0
3779,504666.6666666667
3780,698875.0
3781,285750.0
3782,1251333.3333333333
3783,399000.0
3784,1466222.2222222222
3785,447600.0
3786,450000.0
3787,436800.0
3788,1702000.0
3789,1702000.0
3790,689666.6666666666
3791,1086571.4285714286
3792,571333.3333333334
3793,686571.4285714285
3794,341666.6666666667
3795,6949142.857142857
3796,241500.0
3797,4202000.0
3798,677500.0
3799,539000.0
3800,467000.0
3801,339200.0
3802,357500.0
3803,4202000.0
3804,1086571.4285714286
3805,583500.0
3806,
3807,442750.0
3808,693400.0
3809,2440000.0
3810,644000.0
3811,1291000.0
3812,674000.0
3813,241500.0
3814,543888.8888888889
3815,555750.0
3816,2500000.0
3817,527000.0
3818,433000.0
3819,1382666.6666666667
3820,1140000.0
3821,349500.0
3822,420000.0
3823,540250.0
3824,1291000.0
3825,
3826,2440000.0
3827,
3828,320333.3333333333
3829,310000.0
3830,580500.0
3831,812500.0
3832,
3833,242000.0
3834,538500.0
3835,274000.0
3836,389666.6666666667
3837,702166.6666666666
3838,286000.0
3839,2631111.111111111
3840,467000.0
3841,787500.0
3842,1466222.2222222222
3843,407000.0
3844,274000.0
3845,356333.3333333333
3846,660000.0
3847,1640000.0
3848,389400.0
3849,442857.1428571429
3850,568000.0
3851,442750.0
3852,186000.0
3853,2440000.0
3854,395333.3333333333
3855,
3856,341666.6666666667
3857,611500.0
3858,705250.0
3859,507166.6666666667
3860,763000.0
3861,660000.0
3862,570600.0
3863,686571.4285714285
3864,348000.0
3865,602666.6666666666
3866,494666.6666666667
3867,735600.0
3868,1260000.0
3869,2926500.0
3870,1580000.0
3871,474333.3333333333
3872,749666.6666666666
3873,976200.0
3874,
3875,472200.0
3876,1291000.0
3877,527000.0
3878,467500.0
3879,743400.0
3880,868000.0
3881,781666.6666666666
3882,640000.0
3883,1070000.0
3884,322400.0
3885,3080000.0
3886,416875.0
3887,303000.0
3888,1503000.0
3889,565285.7142857143
3890,439250.0
3891,393000.0
3892,423000.0
3893,
3894,1291000.0
3895,570600.0
3896,592250.0
3897,1251333.3333333333
3898,590833.3333333334
3899,2930000.0
3900,576666.6666666666
3901,327500.0
3902,634000.0
3903,764714.2857142857
3904,1260000.0
3905,530500.0
3906,1520000.0
3907,571333.3333333334
3908,644000.0
3909,1181000.0
3910,574333.3333333334
3911,693400.0
3912,639000.0
3913,1408000.0
3914,487333.3333333333
3915,
3916,1085500.0
3917,288125.0
3918,
3919,9988222.222222222
3920,230000.0
3921,530500.0
3922,450000.0
3923,436800.0
3924,3151500.0
3925,370000.0
3926,
3927,527666.6666666666
3928,327000.0
3929,901600.0
3930,357000.0
3931,223000.0
3932,437000.0
3933,409142.8571428572
3934,875500.0
3935,1181000.0
3936,805000.0
3937,1119800.0
3938,671333.3333333334
3939,398000.0
3940,628333.3333333334
3941,448833.3333333333
3942,1181000.0
3943,611500.0
3944,267000.0
3945,292250.0
3946,1015857.1428571428
3947,472200.0
3948,8162222.222222222
3949,370500.0
3950,
3951,6726000.0
3952,976200.0
3953,636600.0
3954,367166.6666666667
3955,735000.0
3956,320333.3333333333
3957,2231666.6666666665
3958,879800.0
3959,288125.0
3960,364666.6666666667
3961,1180000.0
3962,341666.6666666667
3963,487333.3333333333
3964,450000.0
3965,431333.3333333333
3966,592250.0
3967,2231666.6666666665
3968,366000.0
3969,1302333.3333333333
3970,3751428.5714285714
3971,471800.0
3972,433500.0
3973,557500.0
3974,437000.0
3975,387000.0
3976,1382666.6666666667
3977,709000.0
3978,763000.0
3979,
3980,577500.0
3981,1580000.0
3982,693400.0
3983,2216250.0
3984,536000.0
3985,1544500.0
3986,1980000.0
3987,1188000.0
3988,3751428.5714285714
3989,607666.6666666666
3990,516571.4285714286
3991,1251333.3333333333
3992,2500000.0
3993,686000.0
3994,671200.0
3995,896333.3333333334
3996,749000.0
3997,467000.0
3998,782500.0
3999,623333.3333333334
4000,348666.6666666667
4001,776571.4285714285
4002,823000.0
4003,471800.0
4004,1232750.0
4005,1015857.1428571428
4006,570000.0
4007,555666.6666666666
4008,1580000.0
4009,453000.0
4010,267000.0
4011,472200.0
4012,1086571.4285714286
4013,2500000.0
4014,527666.6666666666
4015,444000.0
4016,448833.3333333333
4017,590833.3333333334
4018,482000.0
4019,269333.3333333333
4020,592250.0
4021,1240000.0
4022,992500.0
4023,409142.8571428572
4024,924000.0
4025,1175000.0
4026,1513800.0
4027,601000.0
4028,1400000.0
4029,767000.0
4030,1953666.6666666667
4031,9988222.222222222
4032,927000.0
4033,1446666.6666666667
4034,1535000.0
4035,1580000.0
4036,530500.0
4037,450000.0
4038,1107777.7777777778
4039,4055142.857142857
4040,988250.0
4041,446750.0
4042,543888.8888888889
4043,576666.6666666666
4044,1181000.0
4045,976200.0
4046,689666.6666666666
4047,1640000.0
4048,1457166.6666666667
4049,656666.6666666666
4050,660000.0
4051,1240000.0
4052,1070000.0
4053,299000.0
4054,640000.0
4055,547000.0
4056,332000.0
4057,348000.0
4058,901600.0
4059,312000.0
4060,
4061,543888.8888888889
4062,398833.3333333333
4063,624600.0
4064,223500.0
4065,
4066,280000.0
4067,755714.2857142857
4068,543600.0
4069,364666.6666666667
4070,1430000.0
4071,366000.0
4072,1342500.0
4073,3151500.0
4074,389400.0
4075,1260000.0
4076,583750.0
4077,349500.0
4078,506500.0
4079,437000.0
4080,610500.0
4081,382500.0
4082,445111.1111111111
4083,3793750.0
4084,
4085,443500.0
4086,1086571.4285714286
4087,
4088,3442222.222222222
4089,490000.0
4090,416000.0
4091,565285.7142857143
4092,866166.6666666666
4093,504666.6666666667
4094,1181000.0
4095,627000.0
4096,348500.0
4097,471800.0
4098,618000.0
4099,426400.0
4100,504666.6666666667
4101,341666.6666666667
4102,801000.0
4103,9988222.222222222
4104,363500.0
4105,1119800.0
4106,407000.0
4107,828000.0
4108,1055000.0
4109,470000.0
4110,538000.0
4111,639000.0
4112,709000.0
4113,927000.0
4114,1580000.0
4115,1050000.0
4116,398000.0
4117,1416000.0
4118,516666.6666666667
4119,704500.0
4120,713888.8888888889
4121,453000.0
4122,755714.2857142857
4123,1623200.0
4124,1107777.7777777778
4125,527000.0
4126,439250.0
4127,570000.0
4128,823000.0
4129,654000.0
4130,677500.0
4131,976200.0
4132,
4133,485500.0
4134,3442222.222222222
4135,486500.0
4136,698875.0
4137,458100.0
4138,
4139,1338500.0
4140,685000.0
4141,607200.0
4142,439250.0
4143,547000.0
4144,686000.0
4145,387000.0
4146,472200.0
4147,484500.0
4148,543888.8888888889
4149,438000.0
4150,583750.0
4151,963000.0
4152,400000.0
4153,448833.3333333333
4154,580500.0
4155,439250.0
4156,6949142.857142857
4157,670000.0
4158,677500.0
4159,2198888.888888889
4160,414000.0
4161,3751428.5714285714
4162,622428.5714285715
4163,662833.3333333334
4164,388200.0
4165,4055142.857142857
4166,1466222.2222222222
4167,348666.6666666667
4168,988250.0
4169,644500.0
4170,583750.0
4171,2231666.6666666665
4172,702000.0
4173,4055142.857142857
4174,491333.3333333333
4175,370000.0
4176,601625.0
4177,442666.6666666667
4178,
4179,274250.0
4180,2190000.0
4181,583500.0
4182,927000.0
4183,1119800.0
4184,864500.0
4185,301250.0
4186,527000.0
4187,
4188,367166.6666666667
4189,693400.0
4190,674000.0
4191,543888.8888888889
4192,556000.0
4193,611500.0
4194,556000.0
4195,
4196,576666.6666666666
4197,534600.0
4198,452000.0
4199,1830285.7142857143
4200,1302333.3333333333
4201,
4202,988250.0
4203,2930000.0
4204,743400.0
4205,241500.0
4206,222000.0
4207,348000.0
4208,409333.3333333333
4209,267000.0
4210,698875.0
4211,436800.0
4212,860500.0
4213,1107777.7777777778
4214,677500.0
4215,622428.5714285715
4216,1605000.0
4217,336800.0
4218,
4219,748000.0
4220,
4221,639000.0
4222,823000.0
4223,407000.0
4224,689666.6666666666
4225,1240000.0
4226,776571.4285714285
4227,660000.0
4228,323600.0
4229,927000.0
4230,693400.0
4231,
4232,1199200.0
4233,536000.0
4234,472200.0
4235,738500.0
4236,490000.0
4237,714400.0
4238,714400.0
4239,590000.0
4240,879800.0
4241,590833.3333333334
4242,485500.0
4243,8175000.0
4244,419000.0
4245,507166.6666666667
4246,805000.0
4247,610500.0
4248,577500.0
4249,1377666.6666666667
4250,3751428.5714285714
4251,332000.0
4252,592000.0
4253,618000.0
4254,1200000.0
4255,487333.3333333333
4256,699000.0
4257,1790000.0
4258,680000.0
4259,821333.3333333334
4260,283000.0
4261,
4262,714400.0
4263,491333.3333333333
4264,855000.0
4265,1199200.0
4266,283000.0
4267,
4268,680000.0
4269,764714.2857142857
4270,452000.0
4271,309333.3333333333
4272,782500.0
4273,589500.0
4274,471800.0
4275,571333.3333333334
4276,2500000.0
4277,1580000.0
4278,223500.0
4279,1338500.0
4280,1953666.6666666667
4281,429666.6666666667
4282,370000.0
4283,589500.0
4284,1436666.6666666667
4285,2500000.0
4286,607666.6666666666
4287,6949142.857142857
4288,527000.0
4289,381000.0
4290,821333.3333333334
4291,
4292,2926500.0
4293,1232750.0
4294,1544500.0
4295,
4296,1187250.0
4297,274000.0
4298,1408000.0
4299,781666.6666666666
4300,2631111.111111111
4301,301666.6666666667
4302,687000.0
4303,416875.0
4304,4202000.0
4305,348500.0
4306,320333.3333333333
4307,324750.0
4308,640000.0
4309,636600.0
4310,523000.0
4311,357500.0
4312,289000.0
4313,689666.6666666666
4314,855000.0
4315,714400.0
4316,689666.6666666666
4317,
4318,855000.0
4319,
4320,662833.3333333334
4321,
4322,795777.7777777778
4323,626500.0
4324,2685000.0
4325,565285.7142857143
4326,414000.0
4327,391000.0
4328,605500.0
4329,458100.0
4330,
4331,816000.0
4332,1843333.3333333333
4333,301250.0
4334,516571.4285714286
4335,270000.0
4336,782500.0
4337,23714705.88235294
4338,327500.0
4339,1107777.7777777778
4340,749000.0
4341,304000.0
4342,602666.6666666666
4343,3050000.0
4344,689666.6666666666
4345,336800.0
4346,3392000.0
4347,
4348,633666.6666666666
4349,1554000.0
4350,589500.0
4351,1107777.7777777778
4352,423000.0
4353,304000.0
4354,1175000.0
4355,3751428.5714285714
4356,698875.0
4357,414000.0
4358,992500.0
4359,487500.0
4360,776571.4285714285
4361,349500.0
4362,336800.0
4363,846500.0
4364,735333.3333333334
4365,542666.6666666666
4366,1400000.0
4367,491000.0
4368,
4369,622666.6666666666
4370,1187571.4285714286
4371,274250.0
4372,4055142.857142857
4373,2501250.0
4374,3151500.0
4375,543888.8888888889
4376,1640000.0
4377,524666.6666666666
4378,565285.7142857143
4379,2840000.0
4380,605000.0
4381,446750.0
4382,366000.0
4383,323600.0
4384,640000.0
4385,2500000.0
4386,452000.0
4387,877875.0
4388,671333.3333333334
4389,389400.0
4390,2440000.0
4391,381000.0
4392,470000.0
4393,986500.0
4394,8162222.222222222
4395,8175000.0
4396,801000.0
4397,602666.6666666666
4398,442666.6666666667
4399,1187250.0
4400,476000.0
4401,443500.0
4402,1175000.0
4403,452000.0
4404,1187571.4285714286
4405,519000.0
4406,698875.0
4407,472200.0
4408,364333.3333333333
4409,965333.3333333334
4410,2198888.888888889
4411,1232750.0
4412,292250.0
4413,2926500.0
4414,
4415,3751428.5714285714
4416,414714.28571428574
4417,577500.0
4418,407000.0
4419,569000.0
4420,1050000.0
4421,489000.0
4422,1026666.6666666666
4423,821333.3333333334
4424,431000.0
4425,570000.0
4426,618000.0
4427,357500.0
4428,452000.0
4429,658500.0
4430,
4431,860500.0
4432,764714.2857142857
4433,486500.0
4434,764714.2857142857
4435,348000.0
4436,2440000.0
4437,735000.0
4438,677500.0
4439,524500.0
4440,680000.0
4441,1187571.4285714286
4442,4773333.333333333
4443,660000.0
4444,309333.3333333333
4445,3392000.0
4446,306500.0
4447,529333.3333333334
4448,749000.0
4449,577500.0
4450,654000.0
4451,1107777.7777777778
4452,
4453,472200.0
4454,1199200.0
4455,382500.0
4456,2295000.0
4457,742333.3333333334
4458,1493333.3333333333
4459,530500.0
4460,656666.6666666666
4461,866166.6666666666
4462,241500.0
4463,735600.0
4464,
4465,409142.8571428572
4466,442750.0
4467,704500.0
4468,2165000.0
4469,391000.0
4470,311500.0
4471,
4472,
4473,410000.0
4474,312000.0
4475,668400.0
4476,497857.1428571429
4477,3392000.0
4478,445111.1111111111
4479,301250.0
4480,1232750.0
4481,605500.0
4482,589500.0
4483,735333.3333333334
4484,963000.0
4485,416800.0
4486,406500.0
4487,292250.0
4488,702166.6666666666
4489,543888.8888888889
4490,443000.0
4491,267000.0
4492,607666.6666666666
4493,536000.0
4494,3685000.0
4495,520333.3333333333
4496,
4497,530500.0
4498,644500.0
4499,583500.0
4500,879800.0
4501,1914000.0
4502,879800.0
4503,3793750.0
4504,583750.0
4505,
4506,1513800.0
4507,1187571.4285714286
4508,714400.0
4509,429666.6666666667
4510,780600.0
4511,348000.0
4512,660000.0
4513,680833.3333333334
4514,448833.3333333333
4515,2930000.0
4516,540250.0
4517,795777.7777777778
4518,735000.0
4519,595333.3333333334
4520,222000.0
4521,506500.0
4522,
4523,438000.0
4524,23714705.88235294
4525,805500.0
4526,518500.0
4527,634000.0
4528,1185600.0
4529,976200.0
4530,1086571.4285714286
4531,1554000.0
4532,283000.0
4533,340500.0
4534,622666.6666666666
4535,515000.0
4536,686571.4285714285
4537,467000.0
4538,484500.0
4539,438000.0
4540,431000.0
4541,872000.0
4542,565285.7142857143
4543,1980000.0
4544,640000.0
4545,506500.0
4546,487333.3333333333
4547,973000.0
4548,497857.1428571429
4549,702166.6666666666
4550,735333.3333333334
4551,1114800.0
4552,476000.0
4553,2070000.0
4554,601625.0
4555,611500.0
4556,382500.0
4557,215333.3333333333
4558,780000.0
4559,439250.0
4560,356333.3333333333
4561,686000.0
4562,461000.0
4563,654000.0
4564,285750.0
4565,761666.6666666666
4566,1790000.0
4567,1457166.6666666667
4568,388200.0
4569,855000.0
4570,
4571,901600.0
4572,348666.6666666667
4573,2198888.888888889
4574,388000.0
4575,543333.3333333334
4576,976200.0
4577,351000.0
4578,323600.0
4579,2198888.888888889
4580,1580000.0
4581,
4582,1342500.0
4583,1450000.0
4584,472200.0
4585,
4586,502000.0
4587,445111.1111111111
4588,1558583.3333333333
4589,714400.0
4590,1338500.0
4591,487333.3333333333
4592,520000.0
4593,
4594,476000.0
4595,1580000.0
4596,1199200.0
4597,
4598,
4599,6900000.0
4600,2216250.0
4601,539666.6666666666
4602,1457166.6666666667
4603,976200.0
4604,452000.0
4605,686000.0
4606,764714.2857142857
4607,1107777.7777777778
4608,622000.0
4609,860500.0
4610,447600.0
4611,450000.0
4612,
4613,1181000.0
4614,4773333.333333333
4615,1558583.3333333333
4616,689666.6666666666
4617,928500.0
4618,2231666.6666666665
4619,405000.0
4620,1086571.4285714286
4621,4100000.0
4622,323600.0
4623,699500.0
4624,601000.0
4625,1431000.0
4626,1251333.3333333333
4627,2440000.0
4628,241500.0
4629,285750.0
4630,271000.0
4631,639000.0
4632,481000.0
4633,441000.0
4634,371000.0
4635,583750.0
4636,4055142.857142857
4637,901600.0
4638,2500000.0
4639,1185600.0
4640,735333.3333333334
4641,1580000.0
4642,611500.0
4643,
4644,522500.0
4645,2180000.0
4646,3151500.0
4647,482000.0
4648,605500.0
4649,471800.0
4650,821333.3333333334
4651,1623200.0
4652,425666.6666666667
4653,324750.0
4654,
4655,215333.3333333333
4656,490000.0
4657,821285.7142857143
4658,686571.4285714285
4659,348000.0
4660,1980000.0
4661,1260000.0
4662,388000.0
4663,685000.0
4664,1513800.0
4665,409142.8571428572
