LGBMのGBDTの予測,LGBMのDARTの予測,LGBMのGOSSの予測,XGBのGBDTの予測,XGBのDARTの予測,CatBoostの予測
73161.93303074458,67989.47942535763,72324.01536605477,70130.1484375,71087.09375,65948.598603851
75615.94278213724,71537.60395876387,79207.9580915007,78938.671875,81917.75,82617.53932624057
73497.31297105867,67978.80184783084,75122.73154900837,70956.796875,67266.7890625,70915.72713150532
55251.45198237785,53751.005021990284,53897.24632944865,53460.14453125,52885.390625,55610.30918863809
252616.53255752672,259938.46099897096,253598.97635169196,260787.984375,251096.796875,274636.0422732206
80427.48150029175,77395.46884061785,77325.9680273608,75547.5859375,74590.9765625,79576.41548923089
138053.20562797564,136542.11132224166,136512.07894104128,135412.125,134606.828125,135033.30379956687
99285.16697909831,88381.27865961703,96017.53822080523,98065.1015625,93075.5625,98370.31920665775
189592.52531232423,193052.41220432537,191073.02732323893,189933.46875,190463.4375,173589.430440488
65917.57263993814,68448.72643048498,71824.97775863392,68855.1640625,69688.2109375,68782.48413682656
190032.1632864838,194405.32426546843,189416.90415000555,202356.875,213009.625,202579.89011790344
195618.18810251562,192971.22814296075,192119.24318599526,192021.609375,190786.9375,204447.65033720853
163662.4609107874,165764.83185038628,164788.36957954042,166364.0625,165224.375,172095.41943739442
85259.32491737808,85017.24638807247,86633.38156413067,85121.328125,82158.9765625,87374.7898448621
77216.14358802728,74621.49100606768,80049.42548799586,76265.8828125,75987.3515625,76719.49890697334
96720.48626790798,94735.82490003899,101201.43177772369,102870.140625,104414.0390625,102504.8425630708
46323.01838834343,48546.21530380748,45883.25860834952,51982.515625,48681.51953125,51364.76537552246
116263.16499816021,110397.5644098252,108723.50057030882,106181.5,122887.4140625,123576.42344194287
79734.56801060519,80289.52884561878,78471.4837982857,81714.8515625,80603.7890625,86316.5926252952
61397.038950170056,63971.17731182791,62307.841086259155,64387.12890625,62328.23046875,62324.675318231064
96440.62737713818,92514.4022944998,92575.25486629075,92963.0546875,94203.8359375,92851.90536121879
78735.11177574295,81188.38343765748,73774.78560464048,81411.953125,78478.953125,80801.75107308858
63436.921176777345,64115.49038330092,63885.97599041679,64828.01953125,63720.32421875,62919.37433002975
86946.04886771143,83402.94265467113,85492.95144811866,87638.8125,85519.1796875,87000.48586641916
138479.75413767845,140532.02840967642,136649.21013776574,124431.5234375,136005.75,131827.56439618234
91891.88704205182,94247.72243756606,88896.03320034934,94352.203125,90067.5546875,96483.05306995964
173769.29357490563,171976.72520429583,173151.6465605928,170180.546875,178160.109375,182902.39378451637
112378.21921865438,115200.91554452367,116004.85230910999,114370.2890625,125932.5234375,113696.85258782347
187111.4836953804,160796.0034977984,180021.30428379137,178706.640625,174195.8125,185188.28973483574
167866.33185847403,181273.6780729472,170550.05426038834,179698.453125,180112.84375,176066.6928075655
90333.30668422556,94211.9979907463,94955.12626395366,93929.6484375,87161.546875,83522.99573350829
49432.38985908143,51333.08897452979,48611.8045730482,50755.10546875,50445.08203125,45753.1534325213
68105.67553463823,62747.256646158305,67181.44969919698,63867.9140625,63826.80078125,62386.45080335331
123017.31691345463,112903.62836081762,119865.57089858425,114754.5546875,118335.9140625,112077.53933320897
89536.65764987184,87316.9776763308,86508.70860700322,92582.59375,90540.859375,85609.60625463734
230572.9035156513,232735.1132503591,232350.47789574473,233153.4375,225786.078125,214579.85907191085
110412.53898527252,100649.8920548018,105350.46870948169,89719.53125,94800.2265625,91726.31057635209
115501.62708925214,115226.85666011236,116324.9735373602,116627.5546875,112816.34375,112618.29734880589
144221.42888213194,149113.45137536657,151402.06867857714,150409.0625,154288.484375,149618.2492960765
84695.25107200662,80992.78295309191,82768.23982214382,84011.265625,82168.390625,82018.87318671735
42485.50501438307,44585.175866305646,43944.63299771993,42820.66796875,43623.609375,44308.35117243629
103484.99051420885,109834.7198299107,108177.25559939868,111002.2265625,107590.015625,111690.27169753604
139872.59606282605,137280.62656522443,141311.22484376308,136193.84375,136948.515625,138646.0110098669
113227.4351692529,107398.99576757991,108379.11641453434,110035.1484375,108312.1640625,114390.89291153249
99961.37215270882,99696.24246596069,99539.38341980634,99922.75,99638.2578125,100270.4603889896
372094.3444263513,324298.53753285966,342132.1645715459,355909.09375,347233.21875,334904.4467387899
67164.10001430637,69989.79593772053,69543.08892868145,71367.96875,69046.84375,70122.5321886735
120527.63444258903,118706.15177496705,125730.08896169126,129423.2109375,125514.2734375,126622.22107374412
134746.61680620335,133805.670827277,135374.78466121037,139688.78125,132839.875,139200.68786963745
61907.41027559723,57371.02156737451,59503.392570535434,61480.6875,59323.87890625,61109.90060042358
64389.6862769395,63970.247933977655,60202.893098210676,64569.5859375,67547.5703125,68788.29115577723
88474.9476997522,92896.33256964275,85079.77526719583,93004.1484375,93992.765625,91267.22047095902
109251.35245870228,104617.34839555316,110208.90880182391,109086.625,108171.109375,107755.63834430228
85761.72825310928,87409.45296267937,81706.90556845565,82996.4609375,83080.765625,83490.55625326213
96746.23097504307,96564.06539233256,98935.89733242147,96836.65625,98067.1328125,98045.48609789406
62304.33433807279,63231.068886979556,64836.30027810979,63650.578125,63603.359375,63116.53945825216
127928.47327190962,134282.08089692786,127796.0195791917,132385.53125,138511.78125,131721.81293694218
86367.02716109535,84910.94313758476,85632.09191345498,85819.25,82910.421875,80641.54030794915
258455.57424994212,262007.96686972032,261473.03856045732,266973.90625,268730.0,265612.5561276591
126333.81164443272,113541.08926465035,112239.04995303288,111744.046875,133049.0625,135750.5830265106
65245.546560901756,64810.13012001243,66179.17958248714,65578.5,65307.11328125,62992.63092027225
152849.44627398415,157964.77173652884,154591.96670800154,159181.515625,153139.46875,155939.3218282126
148009.2334569327,155254.11405555296,147556.4791257457,161125.796875,164572.453125,154484.7788137466
177392.32990583545,175944.10451041927,177502.3131833802,177925.3125,176497.28125,179366.25710805066
93994.3046968221,99619.6313187824,96834.4950224586,105579.109375,101318.1015625,109259.78705320931
112487.67891117981,115092.04184214846,114105.63522901728,126162.75,115703.296875,118638.092490789
159278.08129111215,161324.94952167512,158411.75866649926,161834.8125,164439.140625,157408.04612184627
391876.537023825,332402.9239490298,352164.6547542197,358767.71875,329967.5,350142.580622706
166647.41771472903,165240.53292096936,164537.3760830275,159134.921875,153247.59375,156323.0079838694
59944.72751960128,58875.20989291932,62108.80496350019,61705.1875,58443.41796875,59485.81695834019
106284.51440900406,99259.574917805,100659.17543324895,112382.9609375,108374.2265625,105748.64834557753
79936.7598362631,80583.25555317539,80724.23422238686,82764.9453125,79446.328125,79775.53822145026
120047.51276758312,124179.4852201226,123177.68235495294,128273.1796875,124330.65625,118838.87596636552
65994.76872881313,66750.81732872933,65914.83264802484,67384.65625,67432.9296875,65703.54536856475
120011.38002963168,119716.48287833642,120969.35905641467,120937.1796875,120810.359375,120626.81370672438
129383.97065647051,138724.3186127476,127804.12306318282,110272.1484375,123906.0625,122657.23801801927
106355.68488773785,108815.1331999152,108428.04405494827,110484.6015625,110118.4296875,106470.85902280151
124171.65469097835,125302.04640252693,124191.15673040132,125839.9765625,125942.9765625,129574.28571085072
102071.10643961182,100826.29600585543,97135.6273619412,98734.609375,98352.90625,98490.80290449475
64893.8602584037,66782.95492597019,65546.82218827558,65326.04296875,65400.7890625,68118.79767647665
83517.59925255096,82141.9484653329,84395.20492373804,82755.8984375,81094.484375,86949.99004546204
126902.80246172078,135727.7885558463,138677.03150842874,137287.484375,125374.796875,130244.76119983237
82021.91332937582,81633.67282227377,81188.08392190759,81787.4375,80186.140625,80667.3129039259
87695.41849115683,82667.9313479725,82265.12795888135,85412.09375,83255.046875,81189.55056151794
91058.15790873287,90584.76183255225,93515.16218039158,91521.8046875,92823.0625,89548.42908919904
43690.78226780318,45460.985081429426,39735.124773945354,43758.86328125,41312.0625,42938.79127037524
99670.2348531394,104087.9245195152,95652.2629210875,99252.28125,100182.40625,101286.26543423856
230227.9362841857,244351.57287054704,242720.8782039855,246474.890625,236049.125,218416.69564520524
112746.96485011201,105685.63071298944,103677.07515293229,104923.828125,112738.859375,108951.73268973132
67133.74182436142,67369.2218345854,67537.77092330791,70690.7890625,69138.296875,70521.49462594604
132235.77908844218,119735.9234091108,128163.64773682173,123592.3828125,125059.1484375,117394.96805967946
253205.10821113415,267278.94238586904,229922.04566177036,280583.34375,282420.375,307411.15365178016
118388.74249175018,110756.07239692246,113530.5567220765,108959.5703125,116523.4453125,116157.04423691027
73765.30573439748,70410.90956230812,71162.50260176869,72178.765625,73016.703125,67795.99777694259
45848.55353627478,45814.223796321305,52209.64933597985,46089.59765625,47638.62109375,47668.3201052723
212674.30159506557,212960.29080699704,218778.56069322978,215900.359375,226253.171875,213417.4797844222
97733.47095519413,93345.28780316889,96354.07411715083,95611.484375,99828.96875,95647.19505362172
104705.45570676205,115608.14724425465,108212.71258089157,106159.71875,102963.2890625,107308.53710858121
68989.91569613322,64659.86938860862,66250.78661657657,66133.609375,66959.4921875,68890.84186770195
154064.5202387657,161264.76665561995,154394.82196063432,160960.484375,162103.765625,162314.99686932683
63135.68614129803,65045.74649596252,64328.38840688873,67196.921875,65236.36328125,64464.94625623108
95603.39696713003,96080.60057657861,99422.67707431613,95888.296875,95104.71875,92971.60518671226
171926.32239322015,172173.1236003271,173591.76746882487,175540.984375,175294.75,185549.5072106932
87069.1507365469,95623.22958472386,91144.62061069412,94020.3203125,98570.5234375,97125.46137869931
121880.63886185292,119404.77158039818,111385.79609738462,125386.234375,130054.9921875,124947.12889793055
154976.1754256337,145093.05222567092,151764.8215449627,168317.921875,151537.46875,148065.08194491657
71108.23520422041,71774.75268852139,70566.77919794309,69868.015625,69225.0390625,70243.67753411329
96173.86158729714,94554.84961424932,95998.33696805297,94814.3125,96045.09375,97681.26876157682
80932.48651333511,79873.84628095674,82352.19665874857,78123.5703125,77727.0625,80661.21273494589
76485.61518598319,74819.84712530811,77433.73132023557,73700.328125,76696.53125,74761.92416111733
120931.39449557637,119385.84530325465,122821.58108041971,136809.6875,123431.7421875,129358.69461370254
165343.11983480022,173436.13478543688,162870.19687186426,170487.65625,181896.765625,176577.89523974858
103020.14544048619,97313.19718753638,92561.53549229156,94001.1484375,97342.484375,92389.5306733773
56146.221869280955,58521.707693130455,55300.743615545834,54478.69921875,54019.97265625,53743.84404243289
81633.82401464341,82613.93395337963,78706.19429095405,80838.765625,83700.0625,85848.88072999858
68217.09692175071,67189.93311365876,68930.87267534935,68813.421875,68757.140625,67143.55437119628
228741.97877621898,226748.63725754642,237315.01136081203,230768.734375,236652.3125,256229.52081142264
100882.71809537675,99406.43261584833,100443.39956032195,100121.4296875,99357.484375,97395.30940298933
152370.1354418968,151291.01841615888,165714.59768695783,160184.515625,156317.46875,158763.0833574252
54615.62187032386,53748.38048673206,53717.45359475426,53000.50390625,55159.05078125,55343.97922655675
158107.53115700453,154681.9075867157,155202.62835208228,156396.203125,150648.96875,146078.99062553947
62686.4517174274,65986.73725608902,62675.29139621831,66103.265625,64003.6484375,63980.19672838762
68415.17465996624,67801.22559411675,66868.05046564346,66984.5,67477.078125,69063.46095038435
188829.88703504083,186328.08059708364,185758.5318670055,186432.984375,185428.921875,181446.52651383693
110015.84636046086,111241.28314518902,109252.48933168605,110881.0546875,109932.3984375,105797.80860607955
72769.88454839644,74630.20136527129,70977.37841084729,71436.796875,64848.3828125,68062.6648717821
63564.53950421335,61809.47622649569,62507.92538771184,64177.6484375,64279.9453125,58656.40600696583
97163.56392940502,101490.13273086293,96990.37296677187,103036.4921875,101288.2890625,100409.47110088868
68624.30427899472,70254.06071335057,68764.2905563125,73684.34375,69776.140625,69440.04039112078
102766.19379105972,114597.10393127587,112027.09018598823,116842.5859375,102222.0,103294.07960168183
139157.06745837358,139352.6405610337,140950.6518498554,136663.0625,132834.03125,126271.92844583174
67518.36954197621,65559.09034224837,66799.04088755339,70853.359375,73302.3046875,69002.24024574677
107928.00374739009,109042.28751542866,110124.62278574474,106186.015625,109523.2109375,114223.04607983913
88691.50525628794,90849.9750525392,90452.50701957899,89762.5703125,87288.8515625,87092.98948228752
75682.79928500405,78841.39354999713,75502.87866258883,82073.1796875,75225.4296875,73839.69590049441
83191.6746190731,81313.86171431305,84922.89424119605,81468.2734375,81475.375,84079.07990566545
172925.6027434095,172715.08852500442,175053.87926702262,173729.796875,170831.515625,176285.83319906032
342909.63327986887,343171.44074763823,344777.67599844804,341877.84375,347061.84375,345262.7658048796
145997.8121532248,144710.31896018732,144159.9691202087,148056.671875,145400.0,140494.86188281237
110158.49679321311,107645.7526761186,107470.4681627114,109754.5,111855.734375,112116.05822042555
92677.3457418181,87305.22237405714,88080.24877441533,89874.1328125,91224.7265625,90310.51395366783
114098.91096237267,113081.15259115373,113530.2000106801,115769.7421875,119660.046875,110530.11007270684
113497.25080421036,107723.8981205252,116311.45890711507,112041.25,106901.2265625,104093.38699646817
154416.88086500048,157958.59044987397,155211.47331007972,147259.125,149110.703125,148736.01412386977
83252.77248695033,82827.81094394071,84049.9450192713,84866.7578125,81540.171875,81748.08038760089
111333.47765720653,111449.66004187273,110588.84228114955,111387.1875,112849.7265625,114624.29256142619
70100.0785683723,67602.86851432576,69006.66286371699,71681.1640625,67816.0390625,64725.84041238602
98332.46473760376,92547.2934885805,93979.69100374526,98268.2890625,95371.2265625,97712.94119997606
66916.88469626127,66723.8111149867,65296.258085004156,67551.9140625,66810.21875,64738.158076732376
93234.04566687548,89168.55738938818,88000.03677081197,94439.296875,91928.2265625,95595.565668621
153586.8024518172,153374.09280622544,155499.14407245308,156527.84375,154271.828125,149256.773086435
203916.12479990904,192194.82996100414,201309.1948566103,199885.09375,195798.546875,190212.30968112394
65740.53284115324,72860.20715199337,66298.07529813367,67105.421875,71164.8046875,65904.88569974955
119292.35909267933,119995.33886974538,120689.9442158739,110268.234375,121289.84375,119383.54933575242
62519.24662860614,58914.17267138062,61697.4409356063,61910.3828125,61310.8515625,59292.36628143223
82999.35474781408,79242.80777519263,78530.73259164652,77311.4765625,81647.734375,86069.7614797297
109566.78860989856,107505.92933236397,109478.75173537848,108460.0703125,110392.3125,112315.06423736239
65425.325725995484,68015.44615496226,70396.98331428121,73714.4296875,72335.2734375,71422.02246926373
119220.3651417247,116046.07863383113,118390.03054398065,117647.0859375,111057.4453125,108458.30495450979
100180.62845781162,99135.21790751157,104936.54750156269,100846.7109375,102145.8125,102066.45829079387
62906.798603326366,62439.782188855716,62059.85478094388,65846.9375,65179.5234375,64251.03513822791
55148.32284330137,55483.40668941645,54824.163978162185,56254.05859375,56890.16015625,56531.805210691426
155538.2406184912,152626.1155748802,149549.3444007695,155190.3125,152928.03125,149921.76737885445
74542.36126197028,72782.28539094949,72873.4423805538,70777.09375,73762.6640625,68706.20957450205
197662.8130449246,194082.2638506573,196129.36620658197,200538.84375,198581.609375,198954.48806920007
114280.62887661066,111618.487164412,120813.11207602652,117475.4453125,116933.0625,115083.28736542637
69439.73170553506,67615.68605432878,69643.76992912871,69007.9921875,69647.4375,70464.9899194058
106551.09154889635,106775.6658957939,107738.96042024068,105884.96875,111474.28125,116214.90185123426
207567.3316388889,219455.08611484058,217581.20811620995,201517.46875,212637.65625,209668.5930660086
87236.2710518985,87474.59974902347,83222.2934977541,86534.4375,86720.390625,89253.39803772859
120403.16054721642,120842.79155931514,121311.09327838357,120967.8125,121122.5625,128947.98518412435
137461.49984159847,134799.2652384685,134700.14472693662,135807.59375,141029.09375,148845.77498900564
51923.93545021969,51018.325343224344,49867.60443843073,55983.21484375,54756.7890625,51420.465755761936
74203.79330069094,75096.34043022846,73194.65395560638,77616.234375,74350.1015625,76044.74958813006
61547.53399723743,61257.886004362095,66578.88878776651,69090.703125,65867.3671875,63388.57991074869
124688.70069479458,122747.5237225171,119186.34675911878,123584.3359375,119566.015625,123976.65460171159
98006.70422644436,98647.34050459748,100451.17117243889,104080.7265625,108717.921875,106700.85297716131
62064.097894608916,60857.8436560168,60401.77078285866,61203.44921875,62277.12890625,60894.69108743544
309383.66219279973,299794.68050803663,317276.3343525295,315897.34375,305407.5,310599.6764954678
120234.13373045278,127752.39498918505,116416.38103838464,121412.5546875,120817.15625,115303.08863171127
81343.2941356723,78435.81126731746,78055.57370520028,81786.53125,82920.78125,76123.80239331293
93909.52981337487,96830.69037582353,95550.10439277643,96519.8046875,92484.2109375,95221.22416058862
108989.94508063924,99744.23613642604,109388.54103268593,115429.0234375,112379.8203125,112629.12024826051
138301.6580646062,136392.1976623686,136289.60397915714,138060.9375,138448.71875,140096.3095751678
85276.88092789876,77249.42558773093,84328.98678572857,74523.765625,81822.1640625,77380.2861766084
88666.40941986126,95554.74818444265,92889.85258824626,88444.25,95763.53125,89710.21091592526
70650.08229541598,66868.1667813853,66688.1114031145,65393.8046875,67844.25,69319.36474524866
130981.07451209081,126431.9797103675,127026.2313835719,129865.375,129442.6640625,133478.93195836293
939850.5921376791,866628.2601691702,930831.3450756054,949867.5,932818.25,883199.7087768095
119731.65643172314,120219.71893450106,118254.66290378496,115881.2578125,114429.78125,110057.68596670772
53214.525273770945,54430.09746590064,54633.75894421486,55119.4609375,53503.66796875,52154.79712089883
84858.79754859048,87030.10090479885,88145.84135710931,88725.6328125,85506.53125,83802.98598802424
80799.12252706084,83531.83441788986,83253.87172123467,80406.5234375,83602.9296875,85651.0572316602
153132.07393019547,154322.17308539493,145855.7889438491,157727.59375,147990.578125,152250.9990356194
111781.1507516313,111177.99697232926,111653.97454629758,111452.265625,123475.421875,111546.16105671438
83387.61579862976,83507.78932805518,81922.96303385262,86842.9296875,81544.7578125,84173.47125615348
52533.993454312804,51751.35848925327,52197.21463465372,51935.74609375,51708.48046875,52786.2707322164
126058.62253499254,136387.82980164382,134212.54851770026,137324.4375,136293.40625,125361.21997271678
106643.84684651642,102902.42377692928,102626.15835058334,102098.921875,106288.84375,106210.62933982357
131214.53355056056,132967.39320250246,136663.20314042267,134536.609375,131310.484375,134270.31131674405
124854.41998531255,129357.93877532441,120640.90415643725,117995.328125,127079.1484375,120283.93492632413
696916.9944858461,664652.3099685755,668924.799632334,697600.3125,671714.875,687288.4227627167
59944.39624817427,58289.625240072804,61926.1894142018,59033.69921875,58354.22265625,59744.1763165786
129825.43843097679,133630.6085766293,130614.74011363571,132208.796875,131489.671875,135856.91872110195
175550.82200405435,166257.81134328258,170249.5373701593,176820.640625,168795.9375,170492.1371244358
127475.84930924917,121620.53593138607,130026.90322696834,120775.96875,127142.9765625,115820.57220740533
144849.86442814063,146470.23845108447,148191.2577523017,146925.25,147593.390625,145751.2234249371
116293.05779661395,116367.49023479264,119406.582378151,115749.15625,113100.7578125,118497.0073830829
78619.6053704325,77679.92135093364,79242.31672847018,78165.7734375,74379.796875,77786.343406461
77452.71821196882,76053.99795366105,74407.52841523002,73123.046875,74856.9453125,83511.17787049805
104352.06075710867,100859.4339059468,102987.95334455007,108589.1640625,109238.921875,103004.17957847935
105891.87962784692,113429.33712790046,105982.80822368179,98324.5078125,101735.328125,102116.0022323215
77636.78031097792,76037.9616607737,78209.8387343121,75510.1015625,75990.4140625,74608.0612170729
122456.60106773522,108651.368627148,114618.60638217354,108094.140625,126501.828125,121924.37615994233
74861.70544118842,76268.42112757202,80513.076012337,78311.265625,77193.8671875,74503.91623116576
205135.47338506306,200064.7895990546,204379.13887275182,202892.84375,211973.078125,213589.33750317548
66255.77718143223,64752.19164749302,64174.5253368248,64935.34375,62105.671875,62532.07311248054
54943.80605088386,53212.54760332092,55455.860955502525,54562.97265625,56874.09765625,58198.67368837073
62247.979604013984,61828.96298736502,62708.29887162225,63350.8515625,62138.390625,63277.183199500585
151281.16459020408,143576.96407892383,150975.30560092346,139348.96875,140274.765625,136747.74679273326
258598.96235794298,255914.9172144305,256002.1171793675,260145.875,254712.75,250377.45352926274
158278.65583469157,158171.57979505463,161112.4128053278,159059.171875,157835.4375,160455.10830098903
71434.42177593125,68139.95822558958,69280.40658701288,66931.6953125,67207.6484375,66357.60458346189
203802.36690380258,202556.6512126726,201310.6745089697,203437.828125,202989.46875,207148.43343155464
123951.24742262978,122870.8643943015,124230.45702978464,120780.4453125,128684.078125,131413.1842141733
162435.17256918803,173843.22020263455,162928.80075348448,153939.125,166309.75,167080.1718617495
61409.14178302048,63625.549076354095,63113.112613097,62043.97265625,64160.3984375,65881.88770211558
122970.29467960063,122175.23882389662,127951.19280890368,126135.796875,123127.4140625,123406.58785131147
54196.17321437279,56053.506093943884,58244.83102677674,58772.7578125,58500.234375,58312.969721954076
91854.80889347653,97573.30265751529,94305.1816016662,101747.640625,94845.9296875,98495.23546650476
75341.1727275227,78085.66382281473,79582.78639143879,80028.125,76220.0859375,75477.37945310492
68069.16136993967,66723.1491852129,70451.36010691187,64457.3828125,66637.1484375,67329.2602542977
76354.79246139382,76077.59045289303,79105.75973418375,77062.5,76683.59375,80684.60300207275
110211.65658446214,108627.01114447048,110137.71941626597,109403.6328125,116272.65625,112585.09562701946
134100.81878538468,132165.70184182216,133468.83927859843,133197.125,129390.265625,128900.9581388996
144228.2757178102,142386.4226808103,145964.78609048293,147622.40625,141927.84375,137574.10804090937
117102.28280367621,117887.9950558469,121382.43395981328,120568.546875,119865.328125,120161.62552053886
190320.57568154886,187423.43441438334,189143.17175159004,172018.578125,169302.0625,175000.3229324192
95218.3386603859,93135.23557975785,93245.58096519363,96041.296875,96231.53125,99181.60512449732
85967.48292128493,86138.08992925126,84850.57816219609,84301.671875,87709.2578125,88157.42425529119
105722.56060878547,103032.83754140981,109471.02477247725,103695.765625,103156.9921875,99888.59291132946
126697.59545707089,130105.47835296478,123022.66241055493,136136.921875,131616.96875,125156.62881512585
92382.69390552229,91493.77089073563,95133.6493800148,96251.4453125,96432.578125,95695.6134141204
84604.13240590338,84026.54154711228,84112.18593287782,81706.28125,86215.484375,84320.21122021215
76727.24479869514,76610.53840954804,79786.0828914861,74022.96875,73157.6640625,73529.99679461372
214695.6802501179,224361.97653335088,221389.2648249092,215878.796875,206999.359375,206178.77827500872
63868.638666692124,58595.53948502746,59528.85651214851,57135.36328125,59169.265625,56385.14881707183
82760.89067033438,84128.80844282772,85528.03669729075,85255.359375,85148.875,82266.94494194977
126176.04753764273,126799.44517813687,127193.06140375207,127791.21875,123852.53125,125347.85726719513
128650.67335035097,123285.09441870556,124553.60130555522,115566.859375,123223.90625,114855.03665872973
188783.4933000323,183369.68099888964,196248.66700682376,190041.96875,184610.328125,183938.97308863065
65362.38633016204,63701.322579344116,66546.64851683247,66494.4921875,63846.7578125,66634.10807593106
156586.8239783466,154122.0401912506,153729.5141755324,152367.46875,147796.34375,153832.53235342717
113412.41292387375,113888.94656221311,114379.06630777965,112697.453125,115580.4296875,118846.99554680346
220519.31468315277,214646.03467040736,225299.97099469643,216033.9375,214072.515625,210893.8952478058
97054.57879645616,98816.65443661802,96365.3315186607,100924.5,100051.5390625,99178.44216471942
95057.44152965426,94740.3770424908,93842.80262468045,102120.8046875,99028.84375,102321.85875232995
103931.86999109837,106135.40828697613,107923.13284122109,108936.421875,102022.5546875,106041.8512050224
263890.5681136583,261678.51483940266,263554.5619030302,265202.59375,262946.4375,260845.1158497921
64328.92619750677,62313.590618443835,63850.185680736475,65158.71875,62969.0234375,65652.73514092967
111566.56743027823,108404.30371360506,106669.5003310701,107052.796875,107880.28125,103070.0583031083
74274.65458993794,71573.70102517455,69131.9058445496,72702.1015625,71803.4765625,72819.70515039453
61648.510977332706,61101.57711138411,61188.629840855814,61737.0234375,62642.62890625,62651.710953040914
81670.95081930848,83463.69320297398,84096.97723273635,88770.6796875,81496.921875,87067.82917249584
73074.5971839295,73277.43278588704,74787.34093567955,72965.53125,72019.53125,66729.87067950905
101665.65305665556,100950.31012432039,102595.55041793408,102206.15625,104618.703125,101647.11167485337
132532.5253778504,138044.83675613735,129640.77341910284,135893.265625,118025.7265625,134900.2294709326
76099.4584926213,78092.35884572552,79525.9371717184,77152.6328125,78809.34375,79497.99966507981
192884.2149708993,200642.4354970735,215907.8640664413,202762.3125,200214.890625,201819.44885540573
120505.55672830182,124279.4584462465,127481.16987354905,124469.4921875,124146.484375,119723.54549446638
122135.47361492059,123941.02300789567,123776.07730221466,124112.921875,129728.8046875,128697.09604205147
98129.89316904383,92317.8534028624,96074.59347074348,90797.46875,95654.0390625,93525.75408642038
83310.73144678934,82547.68839795614,84028.41050333949,83708.4921875,87321.890625,89459.02215848536
53356.68495574849,50403.060952162734,50460.43030180034,52607.5078125,50605.1796875,53161.58512057145
90490.5335092191,88550.48989807312,90793.2205730998,89606.578125,90866.640625,85052.09791381062
162522.68337486783,164159.6426987804,160756.1570126753,159439.390625,166032.921875,170610.6121911851
183713.79651440808,163620.8076772817,164674.26401693546,162634.1875,178854.40625,195556.32331973998
245974.29903454118,261045.17623914534,234135.63098749466,243589.625,250218.5625,248616.3527839681
189871.24184562618,190586.75641504253,186879.0001524384,188441.0,189371.0625,187411.99112629038
92944.59873524716,89418.71853229227,94031.75091442652,91450.7265625,91901.25,92376.63487015455
113779.65818268068,120819.33081295222,115016.21203893158,121305.9375,120125.3125,137413.04872271293
162210.18619970567,169123.58612081624,168814.2896417535,170247.859375,168063.875,171911.8664860196
189867.11812022747,192650.21732728215,191798.85857249465,189815.1875,205083.765625,209054.4091192259
109699.25107882963,111071.76559066953,109327.06877417384,108303.6484375,106072.171875,113401.41587809424
124305.13454011678,123159.82262615388,130049.04169737131,131073.671875,126020.96875,122913.90508196369
162733.05845948448,168070.2281486681,163718.02403757343,162079.5625,167845.59375,177792.84598209884
88137.92040606485,85521.78878849882,86761.04106990977,87327.8203125,88422.9609375,87394.51557240546
125209.19487687622,124164.70041742366,130479.30210104963,126730.8359375,119230.7890625,131183.2734395658
103964.22830858173,105207.10719412906,108603.45986302065,101226.6171875,102544.171875,106590.90047733304
52772.99910191877,52119.835068154185,51915.411367082444,52251.4453125,52543.22265625,54494.595731489455
101076.28010297057,98842.79116091953,98844.37192973302,99411.9140625,102401.5078125,99214.12318511658
207032.87918072095,223444.97495432,202027.54340895682,214652.828125,212184.59375,209003.19091502577
82561.53735988186,81776.8318183534,81547.42807187398,88558.3203125,84447.0234375,81162.51320042921
132868.89654715647,129796.66226150497,128152.26063022832,130226.984375,135326.375,126024.48685712612
110418.24367569157,107252.63012364403,111599.75794376622,102032.8203125,102425.21875,102418.19575038561
194948.4422690707,192780.43026304845,190719.86464900145,193539.96875,197991.21875,195432.5657932237
56331.18623267817,56172.94010759747,60407.00013448094,57524.84375,56908.1875,58995.595227128266
160562.56887057214,161040.05410192892,160772.7795207269,161888.375,158808.953125,161123.97363816772
108216.84092645114,105599.72717928584,103537.12167061763,104935.359375,108334.4765625,105247.92785469603
76402.91653746624,73005.03802943039,77031.95766423449,76526.0703125,72911.4375,72048.31698590494
127769.84694038812,129045.56323922766,124634.96627329555,126946.421875,132746.796875,125751.85952657726
73968.90325265606,74371.18667384132,75697.45301214216,78673.7578125,74716.0234375,75655.56299589922
120861.78359884844,118137.47226869798,119724.41330644832,122181.1015625,119019.5546875,111814.8523070417
44026.43678013079,43787.880408300225,45882.51120720567,44678.140625,43198.39453125,45406.388526061884
120948.89437615886,124173.46202961502,126814.76993594051,126925.0,122749.703125,118055.2499794377
82768.58037488858,80666.84198847377,81773.43814655674,84303.21875,81021.0,78778.1783781769
129334.19499486475,132436.65502606434,125266.55638444946,129878.8046875,128083.5859375,120304.71775125226
187992.17968038554,179862.5094199536,193834.02080575866,189905.734375,190398.21875,178872.63787715446
109364.39436869901,108650.00979763767,110615.39857328689,109480.5859375,109074.9765625,105870.21162394164
69733.78930892337,68757.90527040433,70413.88955845973,72896.2734375,73472.453125,73199.64363011366
57973.82606657442,56595.656855711175,57215.02327550396,55715.33984375,55818.484375,58635.66378407489
123620.58175080032,146643.1639483218,124222.88619531436,141900.859375,146876.375,144829.15104001612
